application_id,applicant_country,destination_country,application_type,visa_category,submission_date,decision_date,season,priority_processing,biometrics_completed,countries_visited,schengen_visits,us_visits,uk_visits,overstay_history,previous_rejections,applicant_age,gender,employment_status,marital_status,document_completeness,supporting_docs_provided,interview_required,financial_docs_provided,sponsorship_letter,processing_office,application_status,rejection_reason
APP000132,Russia,UK,In-Person,Student,03-01-2024,18-02-2024,Winter,No,Yes,30,6,0,4,No,0,40,F,Self-Employed,Married,Yes,No,Yes,Yes,Yes,Office A - Metro,Approved,
APP000133,Vietnam,Australia,In-Person,Tourist,17-07-2023,05-09-2023,Summer,No,Yes,2,2,1,0,No,2,58,M,Unemployed,Divorced,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP000134,Brazil,Netherlands,Online,Tourist,06-09-2024,08-10-2024,Fall,No,Yes,14,5,1,0,No,0,21,M,Self-Employed,Married,Yes,Yes,No,No,Yes,Office A - Metro,Rejected,Insufficient Financial Proof
APP000135,Ghana,Romania,Online,Student,18-01-2023,01-04-2023,Winter,No,Yes,7,7,1,2,No,1,48,F,Student,Single,No,Yes,Yes,Yes,Yes,Office D - Capital,Rejected,Incomplete Documentation
APP000136,Russia,Australia,In-Person,Business,11-06-2024,17-07-2024,Summer,No,Yes,3,0,0,0,No,2,40,F,Student,Married,Yes,No,Yes,Yes,Yes,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP000137,Uzbekistan,Spain,In-Person,Work,15-09-2024,19-11-2024,Fall,Yes,Yes,0,0,0,0,No,0,50,M,Employed,Married,No,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000138,Morocco,Austria,Online,Transit,22-02-2024,26-02-2024,Winter,No,No,1,0,2,1,No,0,60,F,Student,Single,Yes,Yes,No,No,No,Office F - Consulate,Approved,
APP000139,Myanmar,Switzerland,Mail,Student,28-04-2024,18-06-2024,Spring,No,Yes,4,0,1,0,No,2,43,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Rejected,Previous Visa Rejections
APP000140,India,Canada,In-Person,Business,11-10-2023,02-11-2023,Fall,No,Yes,25,6,2,1,No,0,19,F,Employed,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000141,Georgia,Norway,Online,Student,05-01-2023,19-02-2023,Winter,Yes,Yes,2,0,0,0,No,0,37,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Missing Sponsorship Letter
APP000142,Angola,Spain,Online,Business,01-11-2023,02-12-2023,Fall,No,Yes,15,6,1,0,No,0,48,M,Student,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000143,Ecuador,USA,In-Person,Student,27-04-2023,19-06-2023,Spring,Yes,Yes,8,1,1,0,No,0,25,M,Employed,Married,Yes,Yes,Yes,No,Yes,Office B - Regional,Rejected,Insufficient Financial Proof
APP000144,Morocco,Canada,Online,Business,09-12-2023,07-01-2024,Winter,No,No,21,4,3,1,No,0,19,M,Employed,Married,Yes,Yes,Yes,No,Yes,Office F - Consulate,Approved,
APP000145,Ghana,UK,Online,Business,15-10-2024,05-11-2024,Fall,Yes,Yes,1,1,0,0,No,0,32,F,Self-Employed,Single,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP000146,Algeria,USA,In-Person,Student,27-03-2023,02-05-2023,Spring,Yes,Yes,8,5,4,0,No,0,75,F,Employed,Divorced,Yes,No,Yes,Yes,Yes,Office B - Regional,Approved,
APP000147,Ecuador,France,Online,Family,12-07-2023,07-06-2024,Summer,No,Yes,4,2,1,0,No,0,44,M,Employed,Married,Yes,No,Yes,Yes,Yes,Office B - Regional,Rejected,Insufficient Supporting Documents
APP000148,Azerbaijan,France,In-Person,Transit,10-01-2024,17-01-2024,Winter,No,No,12,5,1,4,No,2,22,F,Retired,Single,Yes,No,Yes,No,No,Office B - Regional,Rejected,Insufficient Financial Proof
APP000149,Indonesia,Australia,Online,Business,03-06-2023,11-07-2023,Summer,No,Yes,3,0,0,1,Yes,1,31,F,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Overstay
APP000150,Malaysia,Iceland,Online,Tourist,03-11-2024,06-12-2024,Fall,No,Yes,4,0,0,0,No,0,50,F,Self-Employed,Married,Yes,No,No,Yes,No,Office A - Metro,Rejected,Insufficient Supporting Documents
APP000151,Japan,USA,In-Person,Work,18-12-2023,20-02-2024,Winter,No,Yes,21,7,0,4,No,0,19,F,Student,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000152,Belarus,France,In-Person,Tourist,01-01-2024,10-02-2024,Winter,No,No,42,7,3,2,No,1,12,M,Student,Divorced,No,No,No,No,Yes,Office C - Small Town,Rejected,Incomplete Documentation
APP000153,Russia,Finland,Online,Business,01-06-2023,25-06-2023,Summer,No,Yes,1,1,2,0,No,0,61,F,Unemployed,Single,Yes,Yes,No,No,No,Office E - Border,Approved,
APP000154,Russia,Croatia,Online,Student,31-03-2023,17-05-2023,Spring,No,Yes,7,2,0,0,No,2,46,F,Student,Married,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Previous Visa Rejections
APP000155,Serbia,Ireland,In-Person,Tourist,09-11-2023,04-12-2023,Fall,No,No,9,7,0,0,No,0,72,F,Employed,Widowed,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP000156,Cameroon,Spain,In-Person,Business,10-04-2024,15-05-2024,Spring,No,Yes,22,8,0,3,No,0,57,F,Unemployed,Single,No,Yes,No,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000157,Azerbaijan,USA,In-Person,Student,20-05-2024,21-07-2024,Spring,No,Yes,49,5,1,4,Yes,0,39,F,Employed,Married,No,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Overstay
APP000158,Russia,Romania,Online,Tourist,13-10-2024,08-11-2024,Fall,No,Yes,26,9,1,3,No,0,27,F,Employed,Married,Yes,No,No,Yes,No,Office A - Metro,Approved,
APP000159,India,Malta,Online,Student,14-05-2024,16-07-2024,Spring,No,No,14,3,1,2,No,2,10,M,Student,Single,No,No,Yes,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000160,Morocco,Portugal,Online,Tourist,02-07-2023,05-08-2023,Summer,No,Yes,29,3,1,1,No,0,78,M,Employed,Married,Yes,No,No,Yes,No,Office E - Border,Approved,
APP000161,Nepal,France,Online,Business,27-01-2023,05-03-2023,Winter,No,No,4,1,0,1,No,0,34,M,Employed,Single,No,No,No,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP000162,Turkey,France,Online,Work,21-12-2024,21-03-2025,Winter,No,Yes,37,6,1,3,No,0,57,M,Student,Divorced,Yes,No,Yes,No,No,Office F - Consulate,Approved,
APP000163,Mexico,Spain,Mail,Business,13-07-2024,11-08-2024,Summer,No,Yes,4,2,0,0,No,0,64,M,Self-Employed,Married,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP000164,Qatar,France,Online,Tourist,17-08-2023,01-10-2023,Summer,No,Yes,18,3,1,0,No,2,61,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Previous Visa Rejections
APP000165,Bangladesh,Spain,Online,Tourist,17-04-2023,19-05-2023,Spring,No,Yes,10,3,0,0,No,1,57,F,Employed,Married,Yes,No,Yes,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP000166,Argentina,Ireland,In-Person,Student,12-07-2023,02-09-2023,Summer,No,Yes,21,3,3,2,No,4,23,M,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office E - Border,Approved,
APP000167,Ghana,Canada,Online,Student,27-02-2023,16-04-2023,Winter,No,Yes,22,5,0,1,No,4,56,F,Self-Employed,Single,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Rejections
APP000168,Russia,Netherlands,Online,Business,10-11-2024,12-12-2024,Fall,No,Yes,28,9,2,0,No,0,41,F,Employed,Single,Yes,No,No,No,Yes,Office F - Consulate,Rejected,Insufficient Financial Proof
APP000169,Belarus,Italy,Online,Tourist,14-01-2024,19-02-2024,Winter,No,Yes,43,5,2,5,No,0,65,M,Self-Employed,Single,Yes,No,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000170,Japan,Germany,Online,Tourist,01-09-2024,12-10-2024,Fall,No,Yes,7,2,0,1,No,0,43,F,Retired,Widowed,Yes,No,Yes,Yes,No,Office A - Metro,Approved,
APP000171,Russia,Singapore,Online,Tourist,20-08-2023,23-10-2023,Summer,No,No,7,2,1,1,Yes,1,46,F,Employed,Single,Yes,Yes,Yes,No,No,Office F - Consulate,Rejected,Previous Visa Overstay
APP000172,Nigeria,Austria,In-Person,Tourist,20-02-2023,02-04-2023,Winter,No,No,0,0,0,0,No,2,27,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP000173,South Korea,Singapore,Online,Tourist,27-04-2023,01-06-2023,Spring,No,Yes,1,0,0,0,No,0,15,M,Employed,Married,No,No,No,No,No,Office E - Border,Rejected,Incomplete Documentation
APP000174,Uzbekistan,Portugal,Online,Student,29-10-2023,14-12-2023,Fall,No,Yes,17,3,5,1,No,0,24,F,Student,Married,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP000175,Cameroon,Finland,Online,Business,11-11-2024,16-12-2024,Fall,No,Yes,31,3,0,2,No,0,39,M,Employed,Married,Yes,Yes,No,Yes,Yes,Office D - Capital,Approved,
APP000176,Mexico,Canada,Online,Transit,21-01-2024,28-01-2024,Winter,No,Yes,2,0,1,1,No,0,58,F,Student,Divorced,No,Yes,No,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000177,India,Bulgaria,In-Person,Student,09-08-2024,16-09-2024,Summer,No,Yes,11,1,0,4,No,0,58,F,Student,Single,Yes,Yes,No,Yes,Yes,Office F - Consulate,Approved,
APP000178,Serbia,Italy,In-Person,Family,28-08-2024,16-06-2025,Summer,No,Yes,6,5,0,2,No,0,55,M,Retired,Married,Yes,Yes,No,Yes,Yes,Office C - Small Town,Approved,
APP000179,Azerbaijan,Canada,In-Person,Business,29-06-2023,13-08-2023,Summer,No,Yes,3,2,0,0,No,0,46,F,Employed,Married,Yes,No,Yes,Yes,No,Office A - Metro,Rejected,Insufficient Supporting Documents
APP000180,Sri Lanka,Australia,Online,Student,22-07-2023,19-09-2023,Summer,No,Yes,16,6,1,1,No,0,54,M,Retired,Married,Yes,Yes,Yes,No,Yes,Office F - Consulate,Approved,
APP000181,Israel,Canada,Mail,Tourist,08-04-2024,03-05-2024,Spring,No,Yes,13,6,0,1,No,0,49,F,Student,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000182,Georgia,Japan,In-Person,Family,14-08-2024,11-06-2025,Summer,No,Yes,5,1,0,1,No,0,41,M,Student,Married,Yes,Yes,No,Yes,Yes,Office E - Border,Rejected,Poor Travel History
APP000183,Nigeria,Switzerland,Online,Work,04-03-2023,10-05-2023,Spring,No,Yes,8,3,1,0,No,0,70,M,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Unable to Verify Information
APP000184,Senegal,Spain,Online,Tourist,07-09-2023,12-10-2023,Fall,No,Yes,1,1,1,0,No,0,69,F,Retired,Single,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000185,Argentina,Romania,Online,Student,15-08-2024,15-11-2024,Summer,No,Yes,6,5,0,0,No,0,33,M,Student,Married,No,Yes,Yes,Yes,Yes,Office E - Border,Rejected,Incomplete Documentation
APP000186,UAE,USA,In-Person,Business,09-09-2024,21-10-2024,Fall,No,No,5,0,0,2,No,1,27,M,Unemployed,Married,Yes,No,Yes,Yes,No,Office E - Border,Rejected,Insufficient Supporting Documents
APP000187,Myanmar,Iceland,In-Person,Tourist,16-10-2024,25-11-2024,Fall,No,Yes,7,3,2,2,No,1,38,F,Employed,Married,Yes,No,Yes,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP000188,Uzbekistan,Australia,Online,Tourist,16-11-2024,08-12-2024,Fall,No,Yes,7,1,1,1,No,0,75,M,Employed,Single,Yes,Yes,No,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP000189,Nepal,Spain,Online,Tourist,08-04-2024,05-05-2024,Spring,No,Yes,8,1,1,1,No,0,22,F,Unemployed,Married,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP000190,China,France,Online,Business,08-05-2023,11-06-2023,Spring,No,Yes,30,4,2,3,No,0,33,F,Self-Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000191,China,USA,In-Person,Student,13-02-2024,30-04-2024,Winter,No,Yes,20,8,1,2,No,0,34,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,High Risk Route
APP000192,Palestine,UK,Online,Student,24-10-2024,24-12-2024,Fall,No,Yes,24,5,1,0,No,0,26,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000193,Nepal,Netherlands,Online,Tourist,05-08-2023,21-10-2023,Summer,No,Yes,9,7,2,0,No,2,23,F,Student,Married,No,No,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP000194,Japan,Belgium,In-Person,Tourist,07-04-2024,07-05-2024,Spring,No,Yes,18,5,0,0,No,0,27,M,Employed,Married,Yes,No,No,Yes,No,Office E - Border,Approved,
APP000195,Venezuela,Saudi Arabia,In-Person,Tourist,26-07-2023,26-08-2023,Summer,No,Yes,12,7,0,0,No,0,51,M,Self-Employed,Single,Yes,Yes,No,Yes,No,Office D - Capital,Rejected,Failed to Demonstrate Intent to Return
APP000196,Argentina,Iceland,Online,Tourist,21-11-2024,22-12-2024,Fall,No,No,8,8,0,4,No,0,51,M,Self-Employed,Single,Yes,No,No,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP000197,UAE,Italy,In-Person,Business,16-08-2023,27-09-2023,Summer,No,Yes,33,6,4,1,No,1,58,F,Self-Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000198,Turkey,Germany,Mail,Business,20-10-2024,25-11-2024,Fall,No,Yes,44,10,0,3,No,0,44,M,Self-Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000199,India,Poland,Mail,Work,19-12-2023,04-03-2024,Winter,No,Yes,11,1,0,0,No,0,26,M,Employed,Widowed,Yes,Yes,No,Yes,Yes,Office F - Consulate,Approved,
APP000200,Colombia,Belgium,Online,Tourist,07-10-2024,16-11-2024,Fall,No,Yes,23,7,2,1,No,3,75,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000201,Nepal,Germany,Online,Tourist,12-02-2024,31-03-2024,Winter,No,Yes,17,3,1,5,No,2,61,F,Retired,Married,No,Yes,Yes,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000202,Albania,Switzerland,In-Person,Work,14-09-2024,30-10-2024,Fall,Yes,Yes,3,1,0,0,No,0,62,M,Retired,Single,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000203,Pakistan,Australia,Online,Tourist,07-02-2023,05-03-2023,Winter,No,No,28,4,2,3,No,0,29,F,Self-Employed,Married,Yes,Yes,No,No,No,Office F - Consulate,Approved,
APP000204,India,Spain,In-Person,Tourist,27-02-2023,11-04-2023,Winter,No,Yes,9,7,2,1,No,3,35,F,Retired,Divorced,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP000205,Russia,USA,In-Person,Tourist,27-10-2023,11-12-2023,Fall,No,Yes,0,0,0,0,No,0,22,F,Employed,Married,Yes,No,Yes,Yes,No,Office E - Border,Approved,
APP000206,India,Spain,Online,Tourist,19-10-2024,13-11-2024,Fall,No,Yes,0,0,0,0,No,0,19,F,Self-Employed,Single,Yes,Yes,No,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP000207,Morocco,Denmark,In-Person,Tourist,10-05-2024,14-06-2024,Spring,No,Yes,20,2,3,2,No,0,23,M,Student,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000208,China,Canada,In-Person,Tourist,17-04-2024,19-05-2024,Spring,No,Yes,46,8,4,1,No,0,56,M,Self-Employed,Married,No,Yes,No,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000209,Palestine,Canada,Online,Work,01-02-2023,05-04-2023,Winter,No,Yes,1,0,1,0,No,1,77,F,Employed,Married,Yes,No,Yes,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP000210,Philippines,Italy,Online,Student,02-08-2023,01-10-2023,Summer,No,Yes,4,0,0,1,No,0,25,M,Student,Married,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP000211,South Africa,USA,In-Person,Family,04-10-2023,07-02-2025,Fall,No,Yes,3,0,0,0,No,0,52,F,Employed,Married,Yes,No,Yes,Yes,Yes,Office B - Regional,Approved,
APP000212,Mexico,Greece,Online,Work,01-04-2024,30-05-2024,Spring,No,Yes,3,0,0,0,No,0,47,F,Employed,Divorced,Yes,Yes,No,Yes,Yes,Office D - Capital,Approved,
APP000213,Japan,UAE,Mail,Tourist,28-04-2024,12-06-2024,Spring,No,Yes,5,0,2,0,No,0,35,F,Unemployed,Married,No,Yes,No,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000214,Ghana,Australia,Mail,Student,24-08-2024,06-10-2024,Summer,No,Yes,23,3,6,1,No,1,31,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP000215,Uzbekistan,Belgium,Online,Business,05-03-2024,06-04-2024,Spring,No,Yes,13,6,2,2,No,0,61,F,Employed,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000216,Nigeria,France,Online,Tourist,11-05-2024,15-06-2024,Spring,No,No,9,1,0,0,No,1,58,F,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000217,China,France,In-Person,Business,10-08-2023,31-08-2023,Summer,Yes,Yes,2,1,0,0,No,3,30,F,Retired,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000218,DRC,Hungary,Online,Family,27-05-2024,11-03-2025,Spring,No,Yes,17,2,2,1,No,0,29,M,Employed,Single,Yes,No,No,Yes,Yes,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP000219,Russia,Australia,In-Person,Business,15-12-2024,12-01-2025,Winter,No,Yes,0,0,0,0,No,0,63,F,Student,Single,Yes,No,No,Yes,Yes,Office E - Border,Rejected,Insufficient Supporting Documents
APP000220,Armenia,Spain,Online,Student,27-10-2023,04-12-2023,Fall,Yes,Yes,42,5,5,0,No,1,41,F,Student,Married,Yes,No,Yes,Yes,Yes,Office B - Regional,Approved,
APP000221,India,France,Online,Work,02-07-2024,06-09-2024,Summer,No,Yes,24,8,2,0,No,0,36,F,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000222,South Africa,Germany,Online,Tourist,27-10-2023,25-11-2023,Fall,No,Yes,6,4,0,2,No,0,34,F,Unemployed,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000223,India,Slovenia,Mail,Family,25-12-2024,05-02-2026,Winter,No,Yes,17,4,2,3,No,0,34,M,Student,Married,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP000224,Russia,USA,In-Person,Business,22-04-2024,13-06-2024,Spring,No,Yes,3,2,1,0,No,0,58,M,Unemployed,Married,No,Yes,Yes,Yes,Yes,Office C - Small Town,Rejected,Incomplete Documentation
APP000225,Moldova,South Korea,Online,Tourist,20-03-2024,11-04-2024,Spring,Yes,Yes,0,0,0,0,No,0,63,F,Self-Employed,Married,No,No,No,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000226,South Africa,Germany,Online,Work,19-08-2024,13-10-2024,Summer,No,Yes,30,4,2,0,Yes,0,45,M,Employed,Married,Yes,No,No,Yes,No,Office C - Small Town,Rejected,Previous Visa Overstay
APP000227,Iraq,Germany,Mail,Business,04-05-2024,10-06-2024,Spring,No,Yes,10,2,3,0,No,4,50,M,Student,Married,Yes,Yes,Yes,No,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP000228,India,Saudi Arabia,Mail,Transit,05-04-2023,10-04-2023,Spring,No,Yes,4,2,0,0,No,0,39,F,Employed,Single,No,Yes,No,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000229,Nigeria,Switzerland,Online,Student,05-02-2024,18-03-2024,Winter,No,Yes,0,0,0,0,No,1,59,F,Employed,Single,Yes,Yes,Yes,No,Yes,Office D - Capital,Approved,
APP000230,Brazil,Ireland,Mail,Tourist,22-02-2024,28-03-2024,Winter,No,Yes,13,2,0,1,No,0,27,M,Employed,Single,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000231,Kenya,Portugal,Online,Student,05-12-2024,30-01-2025,Winter,No,Yes,10,5,0,1,No,0,39,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000232,Syria,Spain,Online,Business,08-10-2024,09-11-2024,Fall,Yes,No,4,1,0,1,No,1,50,F,Retired,Married,Yes,Yes,Yes,Yes,No,Office B - Regional,Rejected,Poor Travel History
APP000233,Turkey,Australia,Mail,Student,26-03-2023,07-05-2023,Spring,No,Yes,40,9,0,3,Yes,0,74,M,Employed,Single,Yes,Yes,No,Yes,Yes,Office D - Capital,Rejected,Previous Visa Overstay
APP000234,Afghanistan,South Korea,In-Person,Student,05-11-2023,07-01-2024,Fall,No,Yes,42,9,2,3,No,0,39,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000235,India,Romania,Online,Tourist,02-01-2023,30-01-2023,Winter,No,Yes,10,2,0,0,No,3,77,F,Retired,Single,Yes,Yes,Yes,No,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000236,Afghanistan,UK,In-Person,Tourist,15-02-2023,08-03-2023,Winter,Yes,Yes,6,3,0,2,No,0,33,M,Employed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000237,Zimbabwe,Romania,Online,Student,05-06-2023,24-07-2023,Summer,No,No,5,0,0,1,No,0,41,F,Student,Single,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000238,Afghanistan,Austria,Online,Family,08-04-2023,03-02-2025,Spring,No,Yes,8,6,1,0,No,3,57,F,Employed,Married,No,No,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP000239,Israel,Poland,Online,Tourist,11-05-2023,14-06-2023,Spring,No,Yes,26,8,2,4,No,0,31,F,Employed,Single,No,Yes,No,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000240,Turkey,Italy,Online,Business,11-08-2024,17-09-2024,Summer,No,Yes,8,1,0,0,No,1,36,F,Student,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000241,Brazil,UK,Online,Business,23-01-2023,04-03-2023,Winter,No,Yes,9,8,0,1,No,0,34,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000242,Turkey,Netherlands,Online,Student,21-02-2024,22-04-2024,Winter,No,Yes,6,3,3,2,No,5,60,M,Employed,Divorced,No,No,Yes,No,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000243,Mexico,Spain,Online,Tourist,07-06-2024,18-07-2024,Summer,No,Yes,16,3,3,1,No,3,34,F,Employed,Widowed,Yes,No,Yes,No,No,Office A - Metro,Rejected,Previous Visa Rejections
APP000244,India,Italy,In-Person,Business,02-09-2023,26-09-2023,Fall,No,Yes,7,7,2,0,No,0,49,F,Student,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000245,Thailand,France,Online,Business,27-02-2023,17-04-2023,Winter,No,Yes,5,0,2,1,No,0,40,M,Employed,Widowed,No,Yes,No,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000246,Sri Lanka,France,Online,Tourist,25-10-2024,24-11-2024,Fall,No,Yes,6,1,1,3,No,1,33,F,Student,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000247,Brazil,France,Online,Tourist,29-01-2024,01-03-2024,Winter,No,Yes,0,0,0,0,No,0,61,F,Employed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Rejected,Poor Travel History
APP000248,Nepal,Latvia,Mail,Family,14-11-2023,22-03-2025,Fall,No,Yes,7,2,0,4,No,3,21,F,Student,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP000249,Georgia,Australia,Online,Student,10-12-2024,14-02-2025,Winter,No,No,17,3,0,0,No,0,50,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000250,Georgia,Netherlands,Online,Tourist,25-10-2024,01-12-2024,Fall,Yes,Yes,0,0,0,0,No,3,55,M,Employed,Married,No,Yes,Yes,No,Yes,Office B - Regional,Rejected,Incomplete Documentation
APP000251,Belarus,France,Online,Tourist,13-12-2024,18-01-2025,Winter,No,No,27,5,2,0,No,1,61,F,Retired,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000252,Nigeria,Lithuania,In-Person,Work,18-03-2023,01-05-2023,Spring,Yes,Yes,27,8,3,1,No,0,64,F,Student,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000253,Moldova,Canada,Online,Family,15-07-2023,15-06-2024,Summer,No,Yes,14,7,0,0,No,0,48,F,Employed,Single,Yes,No,Yes,Yes,No,Office B - Regional,Approved,
APP000254,India,UK,In-Person,Tourist,28-04-2024,04-07-2024,Spring,No,Yes,2,2,0,0,No,0,25,M,Student,Married,Yes,Yes,Yes,Yes,No,Office B - Regional,Rejected,High Risk Route
APP000255,Philippines,Slovenia,In-Person,Student,05-02-2023,10-03-2023,Winter,No,Yes,15,1,0,0,No,0,45,F,Employed,Widowed,Yes,No,No,No,Yes,Office B - Regional,Rejected,Insufficient Financial Proof
APP000256,Bangladesh,Italy,Online,Student,11-12-2023,30-01-2024,Winter,No,Yes,7,7,0,1,No,1,22,F,Student,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000257,Chile,Canada,Online,Tourist,12-10-2024,14-11-2024,Fall,No,Yes,10,6,2,0,No,0,18,M,Employed,Single,No,No,No,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000258,Oman,Netherlands,Mail,Tourist,12-12-2024,20-01-2025,Winter,No,No,0,0,0,0,No,0,50,F,Self-Employed,Married,No,Yes,No,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000259,India,Croatia,In-Person,Tourist,15-03-2023,30-04-2023,Spring,No,Yes,0,0,0,0,No,2,26,F,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
